Open,High,Low,Close,Adj Close,Volume,Date
0.8049339656528515,0.8321391821265864,0.8203571233855961,0.8444637743925666,0.8444637743925666,0.10472680113306715,2023-10-02
0.8323996370524921,0.8309359192421644,0.8279167920773703,0.8257462297133927,0.8257462297133927,0.10829579195249309,2023-10-03
0.819829843908738,0.8442725474864974,0.8341156296886011,0.8554741842879724,0.8554741842879724,0.13576328452953826,2023-10-04
0.8442768285951138,0.8435705505470183,0.8444472676167168,0.8526715597929208,0.8526715597929208,0.0766774171529982,2023-10-05
0.8324987017369702,0.8705045327120224,0.8493358533707308,0.8800972502161756,0.8800972502161756,0.11845414832258286,2023-10-06
0.8626862913915491,0.8783660721661315,0.8670758255029697,0.8878045351410778,0.8878045351410778,0.08244684481758302,2023-10-09
0.8777304845936748,0.8860873064910795,0.8845134209670958,0.8848016824295005,0.8848016824295005,0.10766612061021807,2023-10-10
0.8810957640855451,0.9009280033134148,0.8987256283463064,0.9098252047907552,0.9098252047907552,0.1127120234804273,2023-10-11
0.9039591093763192,0.9025324474162106,0.8947946107061419,0.895711898141372,0.895711898141372,0.09587642059997953,2023-10-12
0.8890136938294132,0.8921037312159639,0.8798769048059404,0.878595898930954,0.878595898930954,0.10667468687075526,2023-10-13
0.8799079578327492,0.8877417879433973,0.8934843689284836,0.8977139000431794,0.8977139000431794,0.08881608136241084,2023-10-16
0.8828772557184047,0.8912012940801723,0.8855114383482258,0.9027186045154304,0.9027186045154304,0.08948500051192793,2023-10-17
0.8900035092791015,0.8986217126840146,0.8872853902034376,0.8856024551638785,0.8856024551638785,0.09700095559878502,2023-10-18
0.880600856360701,0.8887446006039819,0.8862270769048223,0.8825996024523012,0.8825996024523012,0.12708781270263814,2023-10-19
0.8686247386994502,0.8690403937383882,0.8624896063375102,0.8601786165012973,0.8601786165012973,0.15373110132759976,2023-10-20
0.8452664955813923,0.8688399535420757,0.8510493681946415,0.871789420773421,0.871789420773421,0.11812480802702979,2023-10-23
0.8742664274465847,0.8857865007974988,0.8877389501658274,0.8940103186396243,0.8940103186396243,0.16722296167366302,2023-10-24
0.7813283330065158,0.7793944510043398,0.7601317023304454,0.7593837983643005,0.7593837983643005,0.4424772192075356,2023-10-25
0.7288712319046361,0.7328666650234894,0.7221318080246931,0.727053447511195,0.727053447511195,0.23012354527149245,2023-10-26
0.7245162854264872,0.7226386196526293,0.7134633778452338,0.7266530711534148,0.7266530711534148,0.25964728166274187,2023-10-27
0.7287722365030823,0.7437967073338287,0.7378558886649088,0.7501751621541765,0.7501751621541765,0.1470052216647896,2023-10-30
0.7466868014722344,0.7438969324457474,0.7383095292637648,0.7456709581573774,0.7456709581573774,0.12104876966656428,2023-10-31
0.7374820601764559,0.7557294118918783,0.7483890875194638,0.7683922864331699,0.7683922864331699,0.16723490665847582,2023-11-01
0.7792497858860706,0.7792940754795468,0.7804924604047486,0.778501809485935,0.778501809485935,0.1463746971093137,2023-11-02
0.7745979125886243,0.7857116914503295,0.7895640023575282,0.7964185814307304,0.7964185814307304,0.10735043172587966,2023-11-03
0.785782205603294,0.7940345572174885,0.7988371757936547,0.8072287631096106,0.8072287631096106,0.07187809289785332,2023-11-06
0.8032018628476018,0.8112819101664923,0.8110335017603999,0.8167376715786604,0.8167376715786604,0.10484113170198969,2023-11-07
0.806962985379838,0.8138890064894733,0.821314701579004,0.8253457732803412,0.8253457732803412,0.06960172007781304,2023-11-08
0.816860546023083,0.8181007073556485,0.8147628979967755,0.8096310713033358,0.8096310713033358,0.09419900344698134,2023-11-09
0.7987479902508235,0.8212092100089217,0.8083119807131282,0.8333533304641697,0.8333533304641697,0.11891147059827309,2023-11-10
0.816860546023083,0.8196047759336513,0.8274632321149805,0.8291493887168876,0.8291493887168876,0.08083256544145251,2023-11-13
0.8395258906131889,0.8509909691508608,0.8509486230098758,0.8470661706710924,0.8470661706710924,0.13123528207228422,2023-11-14
0.8493245251378044,0.846979868921397,0.8532668810904535,0.8565752292812766,0.8565752292812766,0.07597778232824817,2023-11-15
0.852491823724128,0.867436110075992,0.8608265497822277,0.8797969779572495,0.8797969779572495,0.0911154909388758,2023-11-16
0.8610037258773188,0.8586118379785406,0.8547787543514588,0.8621804682619708,0.8621804682619708,0.1589476468379919,2023-11-17
0.8380413159020662,0.8628735661667135,0.85487964065004,0.8719896489899469,0.8719896489899469,0.1077898365243507,2023-11-20
0.8621913836667047,0.8682883594493871,0.8772058319477386,0.8789962052228714,0.8789962052228714,0.09139705129517764,2023-11-21
0.8736725936031114,0.8896972255021698,0.8902588397297521,0.8930094678298547,0.8930094678298547,0.08848162178765231,2023-11-22
0.8780273916178508,0.8754280173820324,0.874837125678091,0.8749925017015244,0.8749925017015244,0.016147913040510567,2023-11-24
0.8585293357165075,0.8749567537917531,0.875542614119524,0.873290922199777,0.873290922199777,0.09343025835295724,2023-11-27
0.8591231695599809,0.8652300445585102,0.8705028349916745,0.8789962052228714,0.8789962052228714,0.0862675335312788,2023-11-28
0.8725343246413352,0.8753577845972522,0.8629936144889699,0.8567753073566681,0.8567753073566681,0.12012132691717006,2023-11-29
0.8469490610956226,0.8481832822186932,0.8276647124049538,0.8319520132119392,0.8319520132119392,0.19604706324016244,2023-11-30
0.8164647029827169,0.8134879756839739,0.8212339542378179,0.8259464579299186,0.8259464579299186,0.1477970035152384,2023-12-01
0.7964122352219422,0.7929315194449851,0.7934950199976923,0.7990211278503906,0.7990211278503906,0.146591413262346,2023-12-04
0.7872667803144168,0.8138890064894733,0.7968212943811895,0.8166376275362602,0.8166376275362602,0.10493754479369305,2023-12-05
0.8123075988442655,0.8115827258875978,0.8127470165843106,0.8070285348930847,0.8070285348930847,0.0804119313334016,2023-12-06
0.8489286919949993,0.878666887887237,0.862338423043233,0.8772946257211239,0.8772946257211239,0.26862052489676125,2023-12-07
0.8396249651952278,0.8585116128666219,0.8556860254696125,0.8591776155503933,0.8591776155503933,0.1369825261936453,2023-12-08
0.8214134833043393,0.8264234126824084,0.8286727287078731,0.8397593421792419,0.8397593421792419,0.1498831097914747,2023-12-11
0.8159697952578727,0.8239165314438213,0.828067985451206,0.8291493887168876,0.8291493887168876,0.16763932971570936,2023-12-12
0.828589125692646,0.8263231975980145,0.8292774820440986,0.8324525136873911,0.8324525136873911,0.1576610013310126,2023-12-13
0.8308161362227399,0.828880266598998,0.8102271270203859,0.8247452287624889,0.8247452287624889,0.19353520357666973,2023-12-14
0.8125055896473731,0.8268246039283069,0.8260521040387411,0.8311512404775613,0.8311512404775613,0.44054298488106214,2023-12-15
0.8218093263447054,0.862422347598818,0.8375427903706795,0.8646828204980962,0.8646828204980962,0.1600952185932221,2023-12-18
0.8627852175101783,0.8663330723034885,0.874635494194744,0.8737914226752289,0.8737914226752289,0.11710351182553497,2023-12-19
0.8858465536040602,0.9095316397792956,0.8943914989328215,0.8894060806098337,0.8894060806098337,0.22670983925463298,2023-12-20
0.8902015000822091,0.899022753517039,0.9051060995973045,0.9108262057416591,0.9108262057416591,0.09526551994812466,2023-12-21
0.9036621924545828,0.9112563439888686,0.9210518196440046,0.9200348419517829,0.9200348419517829,0.09862035425412102,2023-12-22
0.912075029923295,0.9182255440248153,0.9255372936246985,0.9210358429026869,0.9210358429026869,0.03612590013992696,2023-12-26
0.9105904552121721,0.9119583409283478,0.9109319633143994,0.9072228085122295,0.9072228085122295,0.08832804341148767,2023-12-27
0.9008908853720349,0.9014294096437072,0.9086843024598447,0.9056212730528824,0.9056212730528824,0.044849151906078286,2023-12-28
0.8893106107511498,0.8930563661416768,0.8993303816825317,0.902117919865853,0.902117919865853,0.0677169721169926,2023-12-29
0.8786213739247338,0.8848338658717858,0.8775586467253628,0.8884050796589301,0.8884050796589301,0.1120772328589468,2024-01-02
0.8687238132814891,0.889596849977377,0.8845134209670958,0.8964126368427586,0.8964126368427586,0.10271236476570766,2024-01-03
0.8810957640855451,0.8850343160956233,0.880280026658819,0.8731907280162426,0.8731907280162426,0.09656069758711308,2024-01-04
0.8662692083444036,0.8667341131365129,0.8685878499573491,0.8666846722587697,0.8666846722587697,0.07249923210811918,2024-01-05
0.8627852175101783,0.8850844938304949,0.8789697848811607,0.8981142163445058,0.8981142163445058,0.09137316132555204,2024-01-08
0.8831741726401413,0.906743987841987,0.8982216201948466,0.9184333064924358,0.9184333064924358,0.10787771748404493,2024-01-09
0.9075222312078876,0.9240413781405128,0.9251341818513784,0.930845023630663,0.930845023630663,0.08281202006757449,2024-01-10
0.9310289377355939,0.9454502441932957,0.9226645792035916,0.9295437504208329,0.9295437504208329,0.08988686392955872,2024-01-11
0.9255357123981082,0.9261974063084721,0.934205723804158,0.9352491835850617,0.9352491835850617,0.06023002627896659,2024-01-12
0.9165289025200732,0.9372275935105308,0.9311415280148673,0.9336476481257147,0.9336476481257147,0.10462868161496194,2024-01-16
0.9113822798587529,0.9128607880916639,0.9054789222980665,0.9217364214535303,0.9217364214535303,0.09341404730213987,2024-01-17
0.9166279672045513,0.9346706849499462,0.9341049786193923,0.9427562402934381,0.9427562402934381,0.10188048189481588,2024-01-18
0.944984389369402,0.9592881183275219,0.95879986610718,0.9725842389104181,0.9725842389104181,0.1726468379918774,2024-01-19
0.968788161282255,0.979092540277509,0.976741469722766,0.9699818526413012,0.9699818526413012,0.12707074843861985,2024-01-22
0.9589895168600787,0.9675107690102871,0.9728104420030433,0.979690839185743,0.979690839185743,0.06124023070884953,2024-01-23
0.984426168532733,0.9946854218017203,0.9995212109032962,0.9964066822453775,0.9964066822453775,0.1050220129005836,2024-01-24
0.9987777502361656,1.0266731060757914,1.013431051693952,1.0293375676069259,1.0293375676069259,0.12422016313436401,2024-01-25
1.0099618947874256,1.020155275020615,1.029356773897073,1.0308389188921478,1.0308389188921478,0.10715077983686563,2024-01-26
1.0175830560729668,1.0310852371107546,1.0305662704899654,1.0413488283121017,1.0413488283121017,0.11922204020340604,2024-01-29
1.0212451139207248,1.0294807930079592,1.0291046942246558,1.0234320563673056,1.0234320563673056,0.16759581584246272,2024-01-30
0.9359281807661969,0.9347207122719436,0.9159617435204593,0.9108262057416591,0.9108262057416591,0.3154551039213679,2024-01-31
